Idiom ID,English Idiom,English Sentence,Urdu Native Idiom,Target A (Native Idiomatic),Target B (Native Descriptive),Target C (Native Literal),Roman Urdu Idiom,Target A (Roman Idiomatic),Target B (Roman Descriptive),Target C (Roman Literal)
196,pave the way,The new policy will help pave the way for future innovations in technology.,راستہ ہموار کرنا,نئی پالیسی مستقبل میں ٹیکنالوجی کی جدتوں کے لیے راستہ ہموار کرنے میں مدد دے گی۔,نئی پالیسی مستقبل میں ٹیکنالوجی کی نئی ایجادات کے لیے تمام تیاریوں کو آسان بنائے گی۔,نئی پالیسی مستقبل میں ٹیکنالوجی کی جدتوں کے لیے راستہ بچھانے میں مدد کرے گی۔,Rasta hamwar karna,Nayi policy mustaqbil mein technology ki jadaton ke liye Rasta hamwar karne mein madad de gi.,Nayi policy mustaqbil mein technology ki nai ijadaat ke liye tamam taiyariyon ko aasan banaye gi.,Nayi policy mustaqbil mein technology ki jadaton ke liye rasta bichhane mein madad kare gi.
197,pay lip service,"The company's leaders often pay lip service to sustainability, but their actions tell a different story.","زبان سے ہاں، دل سے نہ","کمپنی کے رہنما اکثر پائیداری کے بارے میں زبان سے ہاں، دل سے نہ کرتے ہیں، لیکن ان کے اعمال کچھ اور ہی کہانی سناتے ہیں۔",کمپنی کے رہنما اکثر پائیداری کی حمایت کا زبانی اظہار کرتے ہیں مگر عملی طور پر اس کے لیے کچھ نہیں کرتے۔,"کمپنی کے رہنما اکثر پائیداری کو ہونٹوں کی خدمت ادا کرتے ہیں، لیکن ان کے اعمال کچھ اور ہی بتاتے ہیں۔","Zubaan se haan, dil se na","Company ke rehnuma aksar paidari ke bare mein Zubaan se haan, dil se na karte hain, lekin un ke aamaal kuch aur hi kahani sunate hain.",Company ke rehnuma aksar paidari ki himayat ka zabani izhar karte hain magar amali tor par is ke liye kuch nahi karte.,"Company ke rehnuma aksar paidari ko honton ki khidmat ada karte hain, lekin un ke aamaal kuch aur hi batate hain."
198,pay the piper,"After enjoying the lavish party, we knew we would have to pay the piper eventually.",جیسی کرنی ویسی بھرنی,پُر تعیش پارٹی سے لطف اندوز ہونے کے بعد ہمیں معلوم تھا کہ آخرکار جیسی کرنی ویسی بھرنی۔,پُر تعیش پارٹی سے لطف اندوز ہونے کے بعد ہمیں معلوم تھا کہ آخرکار اس کی قیمت چکانی پڑے گی۔,پُر تعیش پارٹی سے لطف اندوز ہونے کے بعد ہمیں معلوم تھا کہ آخرکار ہمیں بانسری بجانے والے کو ادائیگی کرنی ہوگی۔,Jaisi karni waisi bharni,Pur ta'ayash party se lutf andoz hone ke baad humein maloom tha ke aakhirkar Jaisi karni waisi bharni.,Pur ta'ayash party se lutf andoz hone ke baad humein maloom tha ke aakhirkar is ki qeemat chukani paregi.,Pur ta'ayash party se lutf andoz hone ke baad humein maloom tha ke aakhirkar humein bansuri bajanay walay ko adaigi karni hogi.
199,pay through the nose,I had to pay through the nose for my new laptop because it was the latest model.,خون پسینے کی کمائی لٹانا,مجھے اپنا نیا لیپ ٹاپ خریدنے کے لیے خون پسینے کی کمائی لٹانی پڑی کیونکہ یہ تازہ ترین ماڈل تھا۔,مجھے اپنا نیا لیپ ٹاپ خریدنے کے لیے بہت زیادہ رقم ادا کرنی پڑی کیونکہ یہ تازہ ترین ماڈل تھا۔,مجھے اپنا نیا لیپ ٹاپ خریدنے کے لیے ناک کے ذریعے ادائیگی کرنی پڑی کیونکہ یہ تازہ ترین ماڈل تھا۔,khoon paseenay ki kamai lutana,Mujhe apna naya laptop khareedne ke liye khoon paseenay ki kamai lutani pari kyunke yeh taza tareen model tha.,Mujhe apna naya laptop khareedne ke liye bohat zyada raqam ada karni pari kyunke yeh taza tareen model tha.,Mujhe apna naya laptop khareedne ke liye naak ke zariye adaigi karni pari kyunke yeh taza tareen model tha.
200,play a part,Everyone in the team will play a part in the success of the project.,کردار ادا کرنا,ٹیم کے ہر فرد کو منصوبے کی کامیابی میں کردار ادا کرنا ہوگا۔,ٹیم کے ہر فرد کو منصوبے کی کامیابی میں اپنا حصہ ڈالنا ہوگا۔,ٹیم کے ہر فرد کو منصوبے کی کامیابی میں ایک کردار کھیلنا ہوگا۔,Kirdar ada karna,Team ke har fard ko mansoobay ki kamiyabi mein Kirdar ada karna hoga.,Team ke har fard ko mansoobay ki kamiyabi mein apna hissa daalna hoga.,Team ke har fard ko mansoobay ki kamiyabi mein aik kirdar khelna hoga.
201,play by ear,"Since we don't have a detailed plan for the event, let's just play by ear and see how it goes.",وقت پر دیکھ لینا,"چونکہ ہمارے پاس اس تقریب کا تفصیلی منصوبہ نہیں ہے، تو آؤ وقت پر دیکھ لینا کہ کیا ہوتا ہے۔","چونکہ ہمارے پاس اس تقریب کا تفصیلی منصوبہ نہیں ہے، تو آؤ حالات کے مطابق فیصلہ کریں کہ کیا کرنا ہے۔","چونکہ ہمارے پاس اس تقریب کا تفصیلی منصوبہ نہیں ہے، تو آؤ کان سے کھیلیں اور دیکھیں کیا ہوتا ہے۔",Waqt par dekh lena,"Chunke hamare paas is taqreeb ka tafseeli mansooba nahi hai, to aao Waqt par dekh lena ke kya hota hai.","Chunke hamare paas is taqreeb ka tafseeli mansooba nahi hai, to aao halaat ke mutabiq faisla karein ke kya karna hai.","Chunke hamare paas is taqreeb ka tafseeli mansooba nahi hai, to aao kaan se khelein aur dekhein kya hota hai."
202,play the field,"After his last breakup, he decided to play the field and explore different relationships.",ہر شاخ پر الو بیٹھا,اپنے پچھلے بریک اپ کے بعد اُس نے فیصلہ کیا کہ اب ہر شاخ پر الو بیٹھا اور مختلف رشتوں کو آزمایا جائے۔,اپنے پچھلے بریک اپ کے بعد اُس نے فیصلہ کیا کہ اب وہ مختلف لوگوں سے تعلقات بنائے گا اور نئے رشتے تلاش کرے گا۔,اپنے پچھلے بریک اپ کے بعد اُس نے فیصلہ کیا کہ اب وہ میدان کھیلے گا اور مختلف رشتوں کو دریافت کرے گا۔,har shaakh par ullu baithana,Apne pichle breakup ke baad us ne faisla kiya ke ab har shaakh par ullu baithana aur mukhtalif rishton ko aazmaya jaye.,Apne pichle breakup ke baad us ne faisla kiya ke ab woh mukhtalif logon se talluqaat banayega aur naye rishte talash karega.,Apne pichle breakup ke baad us ne faisla kiya ke ab woh maidan khelega aur mukhtalif rishton ko daryaft karega.
203,play the fool,He decided to play the fool at the party to make everyone laugh.,مسخری کرنا,اس نے پارٹی میں سب کو ہنسانے کے لیے مسخری کرنا طے کیا۔,اس نے پارٹی میں سب کو ہنسانے کے لیے احمقانہ برتاؤ کرنے کا فیصلہ کیا۔,اس نے پارٹی میں احمق کا کھیل کھیلنے کا فیصلہ کیا تاکہ سب ہنسیں۔,Maskhari karna,Us ne party mein sab ko hansanay ke liye Maskhari karna tay kiya.,Us ne party mein sab ko hansanay ke liye ahmaqana bartao karne ka faisla kiya.,Us ne party mein ahmaq ka khel khelne ka faisla kiya taake sab hansen.
204,play the game,"In order to succeed in this company, you need to play the game and follow the rules.",نظام کے ساتھ چلنا,"اس کمپنی میں کامیاب ہونے کے لیے، تمہیں نظام کے ساتھ چلنا اور قواعد کی پابندی کرنی ہوگی۔","اس کمپنی میں کامیاب ہونے کے لیے، تمہیں منصفانہ، ایماندارانہ اور اصولوں کے مطابق برتاؤ کرنا ہوگا۔","اس کمپنی میں کامیاب ہونے کے لیے، تمہیں کھیل کھیلنا اور قواعد کی پیروی کرنی ہوگی۔",Nizaam ke saath chalna,"Is company mein kamiyab hone ke liye, tumhein Nizaam ke saath chalna aur qawaid ki pabandi karni hogi.","Is company mein kamiyab hone ke liye, tumhein munsifana, imaandarana aur usooolon ke mutabiq bartao karna hoga.","Is company mein kamiyab hone ke liye, tumhein khel khelna aur qawaid ki pairavi karni hogi."
205,play the market,Many investors choose to **play the market** in hopes of making a quick profit.,سَٹّا لگانا,بہت سے سرمایہ کار تیزی سے منافع کمانے کی امید میں سَٹّا لگانا پسند کرتے ہیں۔,بہت سے سرمایہ کار تیزی سے منافع حاصل کرنے کی امید میں حصص بازار میں خرید و فروخت کرتے ہیں۔,بہت سے سرمایہ کار جلد منافع کمانے کی امید میں بازار کو کھیلنا پسند کرتے ہیں۔,Satta lagana,Bohat se sarmaya daar tezi se munafa kamane ki umeed mein Satta lagana pasand karte hain.,Bohat se sarmaya daar tezi se munafa hasil karne ki umeed mein hissas bazaar mein khareed o farokht karte hain.,Bohat se sarmaya daar jald munafa kamane ki umeed mein bazaar ko khelna pasand karte hain.
206,play with fire,"If you keep ignoring the warning signs, you are just playing with fire.",آگ سے کھیلنا,اگر تم انتباہی نشانات کو نظر انداز کرتے رہو گے تو تم آگ سے کھیل رہے ہو۔,اگر تم انتباہی نشانات کو نظر انداز کرتے رہو گے تو تم بہت بڑا خطرہ مول لے رہے ہو۔,اگر تم انتباہی نشانات کو نظر انداز کرتے رہو گے تو تم آگ کے ساتھ کھیل رہے ہو۔,Aag se khelna,Agar tum intibahi nishanaat ko nazar andaaz karte raho ge to tum Aag se khel rahe ho.,Agar tum intibahi nishanaat ko nazar andaaz karte raho ge to tum bohat bara khatra mol le rahe ho.,Agar tum intibahi nishanaat ko nazar andaaz karte raho ge to tum aag ke saath khel rahe ho.
207,pop the question,"After dating for three years, he decided it was time to pop the question.",نکاح کی بات کرنا,"تین سال کی دوستی کے بعد، اُس نے فیصلہ کیا کہ اب نکاح کی بات کرنے کا وقت آ گیا ہے۔","تین سال کی دوستی کے بعد، اُس نے فیصلہ کیا کہ اب شادی کی پیشکش کرنے کا وقت آ گیا ہے۔","تین سال کی دوستی کے بعد، اُس نے فیصلہ کیا کہ اب سوال پاپ کرنے کا وقت آ گیا ہے۔",Nikah ki baat karna,"Teen saal ki dosti ke baad, us ne faisla kiya ke ab Nikah ki baat karne ka waqt aa gaya hai.","Teen saal ki dosti ke baad, us ne faisla kiya ke ab shadi ki peshkash karne ka waqt aa gaya hai.","Teen saal ki dosti ke baad, us ne faisla kiya ke ab sawal pop karne ka waqt aa gaya hai."
208,pound the pavement,"After losing his job, he decided to pound the pavement to find new opportunities.",در در کی خاک چھاننا,نوکری کھو دینے کے بعد اُس نے نئی مواقع تلاش کرنے کے لیے در در کی خاک چھاننے کا فیصلہ کیا۔,نوکری کھو دینے کے بعد اُس نے نئی ملازمت تلاش کرنے کے لیے گلیوں میں چلنے کا فیصلہ کیا۔,نوکری کھو دینے کے بعد اُس نے نئی مواقع تلاش کرنے کے لیے فٹ پاتھ پر ضرب لگانے کا فیصلہ کیا۔,dar dar ki khaak chhaanna,Naukri kho dene ke baad us ne nai moqay talash karne ke liye dar dar ki khaak chhaanne ka faisla kiya.,Naukri kho dene ke baad us ne nai mulazmat talash karne ke liye galiyon mein chalne ka faisla kiya.,Naukri kho dene ke baad us ne nai moqay talash karne ke liye footpath par zarb lagane ka faisla kiya.
209,pour one's heart out,"After a long day at work, I just needed to pour my heart out to my best friend.",دل کا بوجھ ہلکا کرنا,"کام کے لمبے دن کے بعد، مجھے اپنے بہترین دوست سے دل کا بوجھ ہلکا کرنا تھا۔","کام کے لمبے دن کے بعد، مجھے اپنے بہترین دوست سے اپنے دل کی باتیں شیئر کرنی تھیں۔","کام کے لمبے دن کے بعد، مجھے اپنے دل کو انڈیلنا تھا اپنے بہترین دوست کے سامنے۔",dil ka bojh halka karna,"Kaam ke lambe din ke baad, mujhe apne behtareen dost se dil ka bojh halka karna tha.","Kaam ke lambe din ke baad, mujhe apne behtareen dost se apne dil ki baatein share karni theen.","Kaam ke lambe din ke baad, mujhe apne dil ko andeilna tha apne behtareen dost ke samne."
210,praise to the skies,The critics praised the new play to the skies for its brilliant performances.,آسمان پر چڑھنا,ناقدین نے نئے ڈرامے کی شاندار اداکاریوں پر اسے آسمان پر چڑھنا۔,ناقدین نے نئے ڈرامے کی شاندار اداکاریوں کی بہت تعریف کی۔,ناقدین نے نئے ڈرامے کی شاندار اداکاریوں کے لیے اسے آسمان تک سراہا۔,Aasman par charhana,Naqideen ne naye dramay ki shandaar adakariyon par use Aasman par charhana.,Naqideen ne naye dramay ki shandaar adakariyon ki bohat tareef ki.,Naqideen ne naye dramay ki shandaar adakariyon ke liye use aasman tak saraha.
211,pull someone's leg,I was just pulling your leg when I said I won the lottery.,ٹانگ کھینچنا,جب میں نے کہا کہ میں نے لاٹری جیت لی ہے تو میں صرف تمہاری ٹانگ کھینچ رہا تھا۔,جب میں نے کہا کہ میں نے لاٹری جیت لی ہے تو میں صرف مذاق کر رہا تھا۔,جب میں نے کہا کہ میں نے لاٹری جیت لی ہے تو میں صرف تمہاری ٹانگ کھینچ رہا تھا لفظی طور پر۔,Taang kheenchna,Jab maine kaha ke maine lottery jeet li hai to main sirf tumhari Taang kheench raha tha.,Jab maine kaha ke maine lottery jeet li hai to main sirf mazaaq kar raha tha.,Jab maine kaha ke maine lottery jeet li hai to main sirf tumhari taang kheench raha tha lafzi tor par.
212,pull the plug (on something or someone),"After months of poor performance, the company decided to pull the plug on the struggling project.",تھپ کر دینا,کئی مہینوں کی ناقص کارکردگی کے بعد کمپنی نے جدوجہد کرتے ہوئے منصوبے کو تھپ کر دینے کا فیصلہ کیا۔,کئی مہینوں کی ناقص کارکردگی کے بعد کمپنی نے اس ناکام منصوبے کے لیے مالی امداد بند کرنے کا فیصلہ کیا۔,کئی مہینوں کی ناقص کارکردگی کے بعد کمپنی نے جدوجہد کرتے ہوئے منصوبے کا پلگ کھینچنے کا فیصلہ کیا۔,Thapp kar dena,Kai maheenon ki naqis karkardagi ke baad company ne jadojehad karte hue mansubay ko Thapp kar dene ka faisla kiya.,Kai maheenon ki naqis karkardagi ke baad company ne is nakaam mansubay ke liye maali imdaad band karne ka faisla kiya.,Kai maheenon ki naqis karkardagi ke baad company ne jadojehad karte hue mansubay ka plug kheenchne ka faisla kiya.
